checkin_info,type,business_id
"{'15-5': 1, '15-4': 1, '19-3': 2, '18-5': 1, '17-1': 1, '16-5': 1, '21-4': 1, '14-6': 1}",checkin,v8w1vCDYh6BhXQFzFMUsWg
"{'13-6': 1, '8-1': 2, '8-0': 1, '15-2': 1, '15-5': 2, '16-1': 1, '5-2': 2, '4-0': 1, '5-4': 2, '17-0': 1, '21-2': 1, '13-3': 1, '13-1': 1, '11-0': 3, '11-3': 1, '11-2': 1, '6-6': 2, '5-1': 3, '6-4': 2, '6-5': 1, '6-2': 2, '6-0': 1, '6-1': 2, '9-1': 2, '9-0': 2, '9-2': 2, '9-5': 4, '5-0': 2, '9-6': 1, '7-3': 4, '7-2': 3, '7-1': 4, '7-0': 3, '7-4': 4, '16-3': 1, '16-0': 1, '17-4': 1, '17-3': 1, '10-6': 1, '16-5': 1, '8-4': 7, '8-5': 2, '10-4': 1, '10-5': 2, '8-2': 2, '8-3': 4}",checkin,F1-TX9MIXnhaNzUtg-yDNA
"{'22-6': 1, '22-3': 1, '19-5': 3, '19-4': 8, '19-6': 1, '19-1': 3, '19-0': 5, '19-3': 6, '19-2': 6, '11-5': 7, '11-4': 10, '11-1': 8, '11-0': 2, '11-3': 7, '11-2': 4, '12-4': 4, '12-5': 9, '12-2': 3, '12-3': 3, '12-0': 4, '12-1': 4, '16-2': 1, '16-3': 4, '16-0': 1, '16-1': 1, '16-4': 5, '16-5': 7, '21-4': 2, '21-0': 1, '7-4': 1, '15-1': 1, '15-0': 3, '15-3': 2, '15-2': 1, '15-5': 8, '15-4': 1, '15-6': 1, '18-0': 6, '18-1': 15, '18-2': 15, '18-3': 14, '18-4': 5, '18-5': 9, '6-3': 1, '8-4': 1, '8-5': 5, '8-1': 2, '8-2': 1, '8-3': 2, '23-5': 1, '0-0': 1, '13-3': 1, '13-2': 1, '13-1': 3, '13-0': 3, '13-5': 12, '13-4': 6, '9-1': 4, '9-0': 1, '9-3': 2, '9-2': 1, '9-5': 9, '9-4': 2, '20-0': 1, '20-3': 1, '20-2': 2, '20-5': 1, '20-4': 2, '7-5': 4, '20-6': 2, '17-5': 4, '17-4': 7, '17-3': 13, '17-2': 14, '17-1': 4, '17-0': 7, '10-0': 3, '10-1': 3, '10-2': 4, '10-3': 3, '10-4': 4, '10-5': 10, '14-4': 1, '14-5': 2, '14-6': 1, '14-0': 3, '14-1': 3, '14-3': 1}",checkin,oyzxIqrtzu-8sWlPhJVsLw
"{'12-4': 1, '12-5': 1, '12-3': 2, '15-4': 1}",checkin,6ZjiNJ8-MIaEDY5bm_5upw
"{'22-5': 1, '19-5': 1, '19-4': 5, '19-6': 2, '19-1': 3, '19-0': 4, '19-3': 7, '19-2': 2, '11-5': 6, '11-4': 1, '11-6': 3, '11-0': 1, '11-3': 2, '11-2': 1, '12-6': 4, '12-4': 1, '12-5': 8, '12-2': 4, '12-3': 2, '12-0': 2, '12-1': 4, '16-2': 3, '20-1': 1, '16-0': 1, '16-1': 2, '16-6': 3, '16-4': 1, '16-5': 4, '21-5': 1, '7-1': 5, '21-2': 1, '20-4': 1, '15-1': 2, '15-0': 3, '15-2': 2, '15-5': 6, '15-6': 5, '18-0': 6, '18-1': 3, '18-3': 3, '18-4': 4, '18-5': 3, '6-6': 1, '6-4': 1, '6-5': 1, '6-3': 1, '6-0': 1, '6-1': 1, '9-4': 5, '8-4': 6, '8-5': 1, '8-0': 2, '8-1': 2, '8-2': 6, '8-3': 6, '7-2': 12, '13-3': 4, '13-1': 1, '13-0': 4, '13-6': 6, '13-5': 2, '13-4': 1, '9-1': 4, '9-0': 3, '9-3': 1, '9-2': 4, '9-5': 2, '4-5': 1, '9-6': 4, '7-3': 4, '20-0': 1, '20-3': 4, '7-0': 6, '7-6': 2, '7-5': 5, '7-4': 9, '17-6': 1, '17-5': 3, '17-4': 4, '17-3': 1, '17-1': 3, '17-0': 3, '10-0': 6, '10-1': 4, '10-2': 2, '10-3': 4, '10-4': 5, '10-5': 5, '10-6': 8, '14-4': 3, '14-5': 2, '14-6': 5, '14-0': 6, '14-1': 4, '14-2': 4, '14-3': 1, '5-4': 2, '5-6': 1, '5-0': 1}",checkin,hFTOvDYB5ap59uFgxBQrDg
"{'9-4': 1, '19-5': 1, '19-0': 1, '20-6': 1, '18-1': 1, '17-4': 1, '11-1': 1, '17-1': 1}",checkin,yloVWlTVzXFcC4k3pUJD6w
"{'9-5': 1, '16-4': 1, '11-3': 1, '8-4': 1, '14-5': 1, '10-4': 1}",checkin,kzZJjm56gG0aSpyA-dS3eA
"{'6-5': 1, '15-6': 1, '19-4': 1, '19-2': 1, '11-3': 1, '12-5': 1, '12-1': 1, '9-1': 1, '9-2': 1, '9-6': 3, '7-3': 1, '8-0': 1, '5-2': 1, '7-6': 1, '7-5': 1, '20-6': 1, '16-6': 1, '17-1': 1, '17-0': 1, '10-3': 1, '10-4': 1, '8-1': 1, '8-3': 1}",checkin,A9d2rc3HfwExmzZ0EDGtEw
"{'13-5': 1, '12-2': 1, '7-1': 1, '15-2': 1, '13-1': 1, '16-4': 1, '11-2': 1, '14-4': 1, '15-0': 1, '10-4': 1, '10-5': 1}",checkin,OLsVfrlD7WtNnnv3dapnSw
"{'19-4': 1, '18-3': 2, '17-2': 1}",checkin,I2fANye62hw2rRYvPeeh6Q
"{'13-4': 1, '15-1': 1, '15-0': 1, '15-5': 1, '18-2': 1, '18-3': 2, '14-6': 1, '14-1': 1, '14-2': 5, '14-3': 3, '19-3': 1, '19-2': 1, '13-3': 3, '11-4': 4, '13-1': 1, '13-0': 2, '11-1': 7, '11-0': 17, '11-3': 4, '11-2': 1, '12-4': 17, '12-2': 14, '12-3': 16, '12-0': 15, '12-1': 20, '11-5': 1, '11-6': 1, '13-2': 4, '20-2': 1, '16-1': 1, '17-3': 1, '10-0': 1, '10-1': 1, '10-2': 1, '10-3': 1, '13-6': 1}",checkin,g--Qvh7JzgsX6B1gdEJ1SA
"{'11-4': 1, '11-6': 1, '6-5': 1, '19-4': 1}",checkin,l39y6WX-S6Hh2h35Bv4oNg
"{'12-2': 1, '15-3': 1, '15-2': 1, '19-0': 1, '12-3': 1, '11-5': 1, '18-3': 1, '17-2': 1, '11-3': 1, '11-2': 1, '12-4': 1, '10-4': 1, '8-1': 1}",checkin,tXJjKTEAqwi-jdPjeBqvhg
"{'19-1': 1, '18-1': 1, '17-3': 1, '10-5': 1, '17-2': 1}",checkin,v06Y2xsxG7YclH0P1m5uDg
"{'21-5': 1, '13-1': 1, '15-5': 1, '14-6': 1, '13-4': 1}",checkin,y7zVwjkzHMJsOi9wXSrFXg
"{'11-3': 1, '13-2': 1, '15-2': 1, '15-5': 1, '11-5': 1, '11-4': 1, '13-1': 1, '13-5': 2, '11-0': 1, '16-4': 1, '17-0': 1, '14-5': 2, '11-2': 1, '14-3': 1, '12-3': 4, '12-0': 1, '12-1': 3}",checkin,YTOU3COVuBdABXb3Wci_IA
"{'16-0': 1, '13-4': 2, '14-5': 1, '15-4': 1, '13-0': 1, '16-1': 2, '10-6': 3, '16-3': 3, '15-1': 1, '15-3': 1, '15-2': 1, '15-5': 3, '22-5': 4, '15-6': 4, '18-0': 7, '18-1': 7, '18-2': 4, '18-3': 5, '18-4': 7, '18-5': 6, '18-6': 8, '14-4': 4, '16-6': 7, '14-6': 9, '14-0': 2, '14-1': 2, '14-2': 3, '16-4': 3, '19-5': 10, '19-4': 10, '19-6': 4, '19-1': 3, '19-0': 1, '19-3': 8, '19-2': 3, '11-5': 5, '11-4': 3, '13-1': 1, '17-0': 3, '11-1': 2, '13-6': 4, '13-5': 6, '11-2': 2, '12-6': 2, '12-4': 4, '12-5': 9, '12-3': 1, '12-0': 1, '12-1': 2, '13-3': 2, '11-6': 5, '10-1': 1, '20-2': 4, '20-5': 5, '20-4': 11, '16-2': 2, '17-6': 6, '17-5': 7, '17-4': 6, '17-3': 5, '17-2': 4, '17-1': 4, '16-5': 7, '21-4': 2, '21-5': 1, '10-2': 1, '21-3': 1, '10-5': 2, '21-2': 2, '11-0': 2}",checkin,winRNt7prallDbpaDMS9Ig
"{'11-6': 1, '19-6': 1, '15-4': 1, '18-3': 2, '13-4': 1, '12-6': 1}",checkin,O7PaiUSz67pYmqSvb54WEA
"{'15-0': 1, '20-3': 1, '13-2': 1, '18-4': 1, '17-2': 1, '12-6': 1, '14-3': 1}",checkin,qkeRXUvbFKDHMELa24G8LQ
"{'11-2': 2, '21-4': 1, '23-2': 1, '15-1': 1, '15-0': 2, '15-3': 2, '15-5': 2, '15-4': 3, '18-0': 3, '18-1': 5, '18-2': 5, '17-4': 7, '18-4': 3, '21-5': 4, '14-4': 1, '14-5': 1, '14-0': 2, '14-1': 2, '14-2': 2, '2-2': 1, '22-4': 1, '16-4': 2, '1-1': 1, '19-4': 7, '16-5': 2, '19-1': 2, '19-0': 3, '19-3': 7, '19-2': 3, '13-3': 3, '11-4': 10, '13-1': 6, '13-0': 3, '11-1': 11, '11-0': 7, '11-3': 1, '13-4': 3, '19-5': 1, '12-4': 14, '12-2': 2, '12-3': 10, '12-0': 6, '12-1': 5, '11-5': 1, '18-3': 1, '20-1': 3, '20-0': 4, '20-3': 3, '20-5': 2, '20-4': 3, '16-2': 1, '16-3': 2, '17-5': 3, '16-1': 1, '17-3': 1, '17-2': 2, '17-1': 4, '17-0': 4, '10-0': 1, '10-1': 1, '10-2': 1, '10-4': 3, '10-5': 1}",checkin,X5QTGpPfqXFtmtizsGAksw
"{'9-4': 1, '7-2': 1, '7-0': 2, '10-4': 1, '15-4': 1, '8-0': 1, '13-2': 1, '13-1': 2, '13-0': 1, '11-1': 2, '11-3': 1, '11-2': 1, '10-1': 1, '12-2': 5, '12-0': 2, '12-1': 2}",checkin,f96lWMIAUhYIYy9gOktivQ
"{'17-0': 2, '18-4': 1, '11-2': 1, '13-4': 2, '22-5': 1, '22-6': 1, '15-3': 2, '15-4': 1, '15-6': 1, '18-0': 3, '18-1': 3, '18-2': 5, '18-3': 2, '22-3': 1, '18-5': 1, '18-6': 3, '23-5': 1, '14-4': 1, '14-5': 2, '14-0': 1, '14-2': 2, '14-3': 1, '16-6': 3, '19-5': 2, '19-4': 7, '19-6': 3, '19-1': 1, '19-3': 4, '19-2': 2, '13-3': 3, '13-2': 2, '13-1': 1, '13-0': 3, '11-1': 3, '13-6': 2, '11-3': 3, '10-1': 1, '12-6': 5, '12-4': 2, '12-5': 3, '12-2': 2, '12-3': 2, '12-0': 3, '12-1': 4, '11-5': 1, '11-6': 1, '11-4': 1, '20-0': 1, '20-2': 2, '20-5': 1, '20-4': 1, '17-5': 1, '17-4': 2, '17-3': 3, '16-5': 2, '21-4': 1, '21-5': 1, '10-5': 1, '10-6': 1}",checkin,WYj43z0qmlKklhcvV75mwQ
"{'18-5': 1, '12-5': 1, '13-5': 1, '15-5': 1, '16-0': 1, '15-4': 1, '13-1': 2, '8-2': 1, '11-3': 1, '17-0': 1, '10-1': 1, '12-1': 1, '12-3': 1, '10-6': 1, '14-3': 1}",checkin,w8ZR15Asr64C4Uo-LsQZxg
"{'8-5': 1, '16-4': 1, '11-3': 1, '9-4': 1}",checkin,4aohRCqBFuccZyzdKCppjg
"{'20-0': 1, '22-5': 1, '22-4': 1, '19-3': 1}",checkin,YPjYXym_ELaoo8c2cdVPBA
"{'15-1': 1, '15-5': 2, '18-5': 1, '14-5': 2, '14-6': 2, '14-1': 1, '19-0': 3, '19-2': 1, '11-5': 2, '11-6': 1, '13-6': 1, '13-5': 1, '12-6': 1, '12-4': 1, '12-5': 1, '12-2': 1, '12-3': 1, '9-5': 1, '9-4': 1, '9-6': 1, '7-0': 1, '20-4': 1, '16-0': 1, '10-3': 1, '10-4': 1, '10-6': 1}",checkin,ifB_BG2C2Bi4W_T-Hbs8MQ
"{'16-0': 1, '11-3': 1, '15-3': 2, '15-5': 2, '15-4': 1, '15-6': 4, '18-0': 1, '18-2': 1, '18-3': 1, '14-4': 1, '14-5': 2, '14-3': 1, '13-3': 1, '16-5': 1, '19-1': 1, '19-2': 1, '11-5': 1, '13-0': 1, '13-5': 3, '11-2': 1, '12-6': 2, '12-4': 1, '9-1': 1, '9-0': 1, '9-2': 1, '9-5': 1, '20-3': 1, '16-3': 1, '17-5': 2, '17-3': 1, '17-2': 3, '17-0': 1, '10-3': 1}",checkin,-cKWUXE-16M1R15UOt6sqQ
"{'22-5': 1, '22-4': 2, '9-0': 3, '19-5': 4, '19-4': 3, '19-6': 1, '19-1': 2, '19-0': 2, '19-3': 1, '19-2': 1, '11-5': 8, '11-4': 7, '11-6': 4, '11-1': 3, '11-0': 7, '11-3': 9, '11-2': 8, '12-6': 2, '12-4': 4, '12-5': 5, '12-2': 8, '12-3': 9, '12-0': 8, '12-1': 6, '16-2': 3, '16-3': 4, '16-0': 7, '16-1': 1, '16-6': 2, '16-4': 5, '16-5': 5, '21-5': 3, '21-0': 2, '20-3': 1, '7-0': 7, '7-4': 10, '15-0': 3, '15-3': 3, '15-2': 2, '15-5': 5, '15-4': 7, '15-6': 3, '18-0': 2, '18-1': 4, '18-2': 2, '18-3': 6, '18-5': 1, '18-6': 3, '6-4': 4, '6-5': 1, '6-2': 2, '6-3': 3, '6-0': 2, '6-1': 3, '8-4': 8, '8-5': 15, '8-6': 9, '8-0': 9, '8-1': 11, '8-2': 15, '8-3': 10, '20-1': 1, '23-1': 1, '7-2': 4, '13-3': 4, '13-2': 6, '13-1': 2, '13-0': 1, '13-6': 11, '13-5': 2, '13-4': 6, '9-1': 8, '4-1': 1, '9-3': 11, '9-2': 5, '9-5': 15, '9-4': 6, '9-6': 20, '7-3': 11, '20-0': 2, '7-1': 5, '20-2': 1, '7-6': 4, '7-5': 7, '20-6': 4, '17-6': 4, '17-5': 1, '17-4': 1, '17-3': 2, '17-2': 1, '17-1': 2, '17-0': 11, '10-0': 8, '10-1': 6, '10-2': 5, '10-3': 3, '10-4': 6, '10-5': 10, '10-6': 13, '14-4': 3, '14-5': 4, '14-6': 3, '14-0': 1, '14-1': 3, '14-2': 3, '14-3': 2, '5-1': 3, '5-0': 1, '5-2': 1}",checkin,2h9LsLPdJ7OvZrYJZhVdAw
"{'5-5': 1, '2-6': 1, '11-4': 1, '10-4': 2, '1-6': 3, '23-2': 1, '23-3': 1, '17-3': 1, '13-5': 1, '11-2': 1, '0-0': 1, '12-4': 2, '12-2': 1, '12-3': 1}",checkin,TlhwHtKT9xe321H9Axl06g
"{'13-3': 1, '11-5': 1, '8-6': 1, '21-4': 1}",checkin,vTDJ_ZbxUw1MUOPPG9esOw
"{'16-6': 1, '20-1': 1, '19-4': 1, '15-3': 1, '20-2': 1, '17-6': 1, '17-3': 1, '17-2': 2, '22-1': 1, '12-6': 1, '18-4': 1, '12-4': 1, '18-5': 1}",checkin,YuEdJcnZQv8XXAoP6GgClg
"{'0-6': 2, '20-5': 4, '17-5': 1, '22-5': 1, '23-5': 1, '21-5': 8, '12-4': 1}",checkin,ot6cqoy2BObtzteiMzMnhg
"{'8-1': 1, '11-2': 3, '13-4': 3, '6-4': 1, '12-5': 6, '15-1': 1, '15-0': 2, '15-3': 4, '15-2': 2, '15-5': 1, '14-4': 1, '14-5': 2, '7-2': 1, '14-0': 5, '14-1': 4, '14-2': 7, '14-3': 12, '13-3': 5, '11-3': 2, '19-2': 2, '11-5': 8, '13-2': 7, '13-1': 5, '13-0': 3, '11-1': 1, '11-0': 2, '13-5': 1, '10-1': 6, '5-1': 1, '12-4': 2, '6-5': 2, '12-2': 4, '12-3': 7, '6-0': 1, '12-1': 6, '9-1': 5, '9-0': 5, '9-3': 1, '9-2': 4, '9-5': 14, '11-4': 1, '7-3': 1, '8-0': 1, '8-4': 1, '7-5': 6, '7-4': 1, '16-2': 4, '16-3': 2, '16-0': 1, '16-1': 5, '17-2': 3, '16-4': 1, '17-0': 2, '10-0': 1, '8-5': 9, '10-2': 5, '10-3': 1, '10-4': 3, '10-5': 6, '8-2': 4, '8-3': 1}",checkin,FnX5RbZA0Pv546dMOUDAUQ
"{'21-4': 2, '16-1': 1, '16-3': 4, '15-1': 2, '15-0': 1, '15-3': 1, '15-2': 3, '15-5': 3, '15-4': 2, '15-6': 4, '18-0': 1, '18-2': 2, '18-3': 8, '18-4': 5, '18-5': 1, '18-6': 2, '21-5': 1, '14-5': 3, '14-6': 2, '14-0': 2, '14-1': 1, '14-3': 2, '17-1': 3, '19-5': 7, '19-4': 3, '19-0': 2, '19-3': 5, '19-2': 2, '13-3': 9, '13-2': 5, '13-1': 3, '13-0': 2, '11-1': 2, '11-0': 1, '13-5': 3, '13-4': 3, '12-4': 2, '12-5': 4, '12-2': 1, '12-3': 4, '12-0': 4, '12-1': 7, '11-5': 1, '11-6': 2, '11-4': 2, '20-1': 1, '20-3': 4, '20-2': 1, '20-5': 7, '20-4': 4, '16-2': 1, '17-6': 3, '17-5': 2, '17-4': 7, '16-6': 2, '17-2': 2, '16-4': 5, '16-5': 2, '10-0': 1, '17-3': 7, '10-3': 3, '13-6': 1}",checkin,XKFGZwvsk3GVzd1CZdWpIg
"{'13-5': 1, '16-1': 1, '23-3': 1, '15-0': 1, '12-0': 1, '18-0': 2, '18-1': 3, '18-2': 2, '18-3': 2, '18-5': 1, '14-5': 1, '14-2': 1, '19-5': 1, '19-4': 1, '19-1': 1, '19-0': 2, '19-3': 2, '13-3': 1, '11-4': 1, '13-1': 4, '11-6': 1, '11-1': 2, '11-0': 2, '11-3': 2, '13-4': 1, '12-6': 1, '12-4': 3, '12-5': 2, '12-2': 3, '12-3': 2, '13-2': 1, '12-1': 1, '11-5': 2, '1-1': 1, '9-6': 3, '20-5': 1, '13-0': 2, '17-3': 1, '17-1': 2, '8-5': 1, '10-5': 2, '13-6': 1}",checkin,MFlkmsxlDloSiEd8SLjnAQ
"{'18-0': 1, '20-0': 2, '22-4': 1, '19-2': 1}",checkin,4JbQSLiRKQudjDn9fYyEiw
"{'22-6': 1, '22-5': 1, '22-4': 3, '22-1': 1, '19-4': 2, '19-6': 1, '19-3': 5, '11-5': 6, '11-4': 1, '11-6': 6, '11-1': 2, '11-0': 5, '11-3': 2, '11-2': 3, '12-6': 4, '4-4': 1, '12-4': 6, '12-5': 6, '12-2': 3, '12-3': 6, '12-0': 2, '12-1': 5, '16-2': 5, '7-3': 15, '16-0': 6, '16-1': 9, '16-6': 1, '16-4': 4, '16-5': 2, '21-4': 1, '21-5': 1, '21-6': 1, '21-2': 1, '21-3': 2, '20-2': 2, '7-6': 3, '20-6': 1, '16-3': 4, '15-1': 11, '15-0': 11, '15-3': 9, '15-2': 8, '15-5': 6, '15-4': 11, '15-6': 1, '18-0': 2, '18-2': 3, '18-3': 1, '18-5': 4, '6-4': 10, '6-5': 1, '6-2': 9, '6-3': 13, '6-0': 12, '6-1': 14, '8-4': 14, '8-5': 13, '8-6': 7, '8-0': 14, '8-1': 13, '8-2': 9, '8-3': 14, '20-0': 2, '4-5': 3, '13-3': 2, '13-2': 3, '13-1': 3, '13-0': 3, '13-6': 1, '13-5': 5, '9-1': 4, '9-0': 1, '9-3': 2, '9-2': 3, '9-5': 8, '9-4': 2, '9-6': 7, '20-1': 2, '7-2': 18, '7-1': 17, '7-0': 19, '20-5': 2, '20-4': 3, '7-5': 4, '7-4': 16, '17-6': 2, '17-5': 3, '17-4': 3, '17-3': 3, '17-2': 1, '17-1': 3, '17-0': 1, '10-0': 1, '10-1': 1, '10-2': 4, '10-3': 2, '10-4': 4, '10-5': 4, '10-6': 5, '14-4': 7, '14-5': 4, '14-6': 6, '14-0': 5, '14-1': 5, '14-2': 2, '14-3': 7, '5-5': 1, '5-4': 2, '5-1': 2, '5-0': 5, '5-3': 4}",checkin,EXmWz2eaKTGNIf3FJUlVZA
"{'17-6': 1, '15-1': 1, '15-2': 1, '18-2': 3, '17-4': 1, '18-4': 1, '18-5': 1, '14-5': 1, '14-6': 1, '14-0': 2, '14-1': 1, '19-5': 1, '19-1': 2, '19-0': 2, '19-3': 3, '19-2': 2, '11-0': 1, '13-5': 2, '12-6': 2, '12-5': 2, '12-3': 1, '12-0': 1, '9-2': 1, '20-0': 1, '20-2': 1, '16-2': 1, '16-3': 1, '17-5': 1, '16-1': 2, '17-3': 1, '17-2': 2, '17-1': 1, '16-5': 1, '13-6': 2}",checkin,Oo4GpxLlWQUWBpHSIRjNtA
"{'20-0': 1, '15-5': 1, '17-5': 1, '18-2': 1, '14-4': 1, '8-2': 1}",checkin,t30AlUH_aankqRnsJ0wxpg
"{'13-5': 1, '11-2': 1, '9-6': 1, '15-6': 1, '18-4': 2, '14-5': 1, '19-5': 1, '19-0': 1, '19-3': 1, '11-5': 2, '13-2': 1, '11-1': 5, '11-3': 1, '13-4': 1, '12-4': 2, '12-0': 2, '11-4': 1, '20-1': 1, '20-2': 2, '16-2': 2, '17-6': 1, '17-5': 1, '17-4': 2, '17-3': 1, '10-0': 1, '10-3': 2, '10-4': 1, '10-5': 4}",checkin,-cy8EpdXs44iT3FR4En0QA
"{'15-5': 1, '15-6': 1, '18-0': 1, '22-6': 1, '22-5': 2, '18-3': 1, '18-5': 1, '23-5': 1, '14-6': 2, '22-4': 2, '11-5': 1, '11-3': 1, '12-6': 1, '12-5': 1, '12-3': 1, '12-0': 2, '20-3': 1, '20-5': 3, '21-1': 1, '16-0': 1, '17-3': 3, '16-5': 1, '10-5': 1, '10-6': 2}",checkin,3ez4Qs56C_cC-l8x08l6Zw
"{'20-3': 1, '19-6': 1, '16-2': 1, '16-3': 1, '11-6': 1, '11-1': 3, '11-0': 1, '18-6': 1, '17-0': 1, '18-4': 1, '21-6': 1, '12-2': 2, '12-4': 1, '14-2': 1}",checkin,WzbFGc_YmDeCuRWDrGCNKQ
"{'13-4': 1, '15-6': 1, '18-3': 1, '18-4': 1, '19-4': 1, '19-3': 1, '13-3': 1, '11-4': 2, '13-1': 2, '13-0': 1, '11-0': 2, '11-3': 2, '11-2': 4, '12-4': 2, '12-5': 1, '12-2': 2, '12-0': 3, '12-1': 1, '20-4': 2, '16-2': 1, '17-3': 1, '16-5': 1, '10-1': 1, '10-2': 1, '10-4': 2}",checkin,Hlu6geDGG44x_Vk9sP_-Vg
"{'14-0': 1, '14-6': 1, '10-4': 1, '11-4': 1, '12-1': 1}",checkin,wKXHOkQropo-YG60OvN6Uw
"{'15-5': 1, '18-2': 1, '17-2': 1, '10-2': 1, '14-3': 1, '12-3': 1, '12-1': 2}",checkin,-8aZ0v511M1zpoZAC3N3VA
"{'19-5': 7, '19-4': 1, '19-0': 1, '19-3': 2, '17-5': 2, '22-4': 1, '18-5': 1, '6-2': 1, '21-1': 1}",checkin,C7utE_DN2kgE-68_VF8ftw
"{'0-5': 1, '19-5': 4, '20-5': 1, '19-1': 1, '17-5': 1, '10-5': 1, '20-1': 1, '18-2': 1, '15-5': 1, '18-4': 1, '19-4': 2, '21-5': 3, '14-4': 1, '14-5': 2, '1-5': 1, '12-3': 1, '21-4': 1}",checkin,gocKJln2Icy2IyCunB1eOA
"{'13-5': 1, '15-5': 2, '15-4': 1, '18-1': 3, '18-3': 2, '18-5': 3, '14-1': 1, '19-5': 1, '16-5': 1, '19-1': 1, '19-3': 2, '13-2': 1, '11-3': 1, '13-4': 1, '12-5': 1, '12-0': 1, '21-0': 1, '20-3': 1, '17-6': 2, '17-5': 3, '16-1': 1, '17-2': 2, '16-4': 2, '17-0': 1, '10-4': 1}",checkin,6dqDSEMDqTA-wNOdWtshUQ
"{'14-4': 1, '11-5': 1, '11-6': 1, '17-1': 1, '7-3': 1, '13-4': 1, '15-5': 1, '16-2': 1, '16-3': 1, '17-4': 1, '18-4': 2, '16-4': 1, '16-5': 1, '21-4': 1, '10-2': 1}",checkin,mwX2blq0CKRNPlISf2TlHQ
"{'12-2': 1, '16-0': 1, '13-1': 1, '13-0': 1, '17-2': 1, '14-0': 1, '12-0': 2}",checkin,YAu1dTr3LMvKbWyABKmkYQ
"{'15-0': 1, '18-0': 1, '18-1': 1, '18-3': 1, '18-5': 2, '18-6': 1, '14-5': 1, '14-0': 1, '19-0': 2, '19-3': 2, '13-2': 2, '13-1': 1, '13-6': 1, '12-6': 1, '12-4': 1, '12-2': 1, '12-3': 2, '12-0': 1, '12-1': 1, '20-1': 1, '20-2': 1, '17-4': 1, '17-2': 1, '10-1': 1, '11-0': 1}",checkin,eXxULzJRIutN6wF1mQH2Tw
"{'19-5': 1, '11-4': 1, '12-5': 1, '13-4': 1, '14-5': 1}",checkin,8vxIr6bHZ_ckJ9jy-xGAQw
"{'22-5': 3, '22-4': 2, '22-3': 1, '19-5': 4, '19-4': 8, '19-6': 3, '19-1': 7, '19-0': 3, '19-3': 11, '19-2': 4, '11-5': 11, '11-4': 4, '11-6': 13, '11-1': 2, '11-0': 2, '11-3': 1, '11-2': 2, '12-6': 13, '12-4': 3, '12-5': 10, '12-2': 4, '12-3': 5, '12-0': 4, '12-1': 3, '16-2': 7, '16-3': 6, '16-0': 9, '16-1': 9, '16-6': 11, '16-4': 7, '16-5': 14, '21-4': 5, '21-5': 1, '21-6': 1, '21-0': 3, '21-1': 3, '21-2': 2, '21-3': 4, '7-0': 3, '7-4': 2, '15-1': 5, '15-0': 5, '15-3': 5, '15-2': 3, '15-5': 11, '15-4': 2, '15-6': 10, '18-0': 4, '18-1': 4, '18-2': 6, '18-3': 9, '18-4': 5, '18-5': 5, '18-6': 8, '6-4': 1, '6-2': 1, '8-4': 3, '8-5': 7, '8-6': 2, '8-0': 1, '8-1': 3, '7-3': 3, '23-5': 2, '7-2': 1, '13-3': 3, '13-2': 1, '13-1': 2, '13-0': 7, '13-6': 8, '13-5': 13, '13-4': 4, '7-1': 1, '9-0': 2, '9-3': 3, '9-2': 2, '9-5': 6, '9-4': 6, '9-6': 3, '20-1': 1, '20-0': 4, '20-3': 2, '20-2': 5, '20-5': 1, '20-4': 4, '7-5': 2, '20-6': 3, '17-6': 5, '17-5': 5, '17-4': 9, '17-3': 10, '17-2': 10, '17-1': 17, '17-0': 6, '10-0': 3, '10-1': 3, '10-2': 2, '10-3': 1, '10-4': 6, '10-5': 14, '10-6': 4, '14-4': 2, '14-5': 13, '14-6': 10, '14-0': 9, '14-1': 4, '14-2': 2, '14-3': 4}",checkin,VxnV1uMZURUQMNUaPdB8QA
"{'14-4': 1, '16-0': 1, '12-5': 1, '11-3': 1}",checkin,nL2bJRBPzGCOacqMzQ83UQ
"{'17-6': 1, '15-5': 1, '15-6': 3, '22-5': 3, '18-3': 1, '22-3': 1, '22-2': 1, '23-5': 1, '18-4': 4, '14-6': 2, '0-4': 1, '19-4': 3, '19-1': 1, '19-0': 1, '19-3': 2, '13-2': 1, '11-6': 1, '20-0': 1, '20-4': 2, '16-3': 2, '17-4': 1, '17-2': 1, '17-1': 2, '17-0': 1, '21-4': 9}",checkin,kuGQG_8i9P-4p9_Mym-G8Q
